owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Defense,Department of Defense,FY2021P12,017-1507,"Weapons Procurement, Navy",Department of the Navy,National Defense,Department of Defense-Military,1048786742.86,136707770.97,4458321687.0,0.0,0.0,24724385.69,24724385.69,5668540586.52,4460100147.75,162343524.21,1208440438.77,3900827745.52,5668540586.52,2022-01-19
Department of Defense,Department of Defense,FY2021P12,017-1508,"Procurement of Ammunition, Navy and Marine Corps",Department of the Navy,National Defense,Department of Defense-Military,72148783.93,44190219.13,856007000.0,0.0,0.0,20308055.61,20308055.61,992654058.67,888114929.4,48009314.68,104539129.27,1017284593.05,992654058.67,2022-01-19
Department of Defense,Department of Defense,FY2021P12,017-1611,"Shipbuilding and Conversion, Navy",Department of the Navy,National Defense,Department of Defense-Military,13804459416.92,2364010709.06,19010414000.0,0.0,0.0,278704.4,278704.4,35179162830.38,21502987579.01,2363069529.06,13676175251.37,19187579634.34,35179162830.38,2022-01-19
Department of Defense,Department of Defense,FY2021P12,017-1612,"National Sea-Based Deterrence Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,35991969.35,37877473.31,4122199000.0,0.0,0.0,0.0,0.0,4196068442.66,3971584926.41,37877473.31,224483516.25,2503424902.33,4196068442.66,2022-01-19
Department of Defense,Department of Defense,FY2021P12,017-1804,"Operation and Maintenance, Navy",Department of the Navy,National Defense,Department of Defense-Military,3018093693.95,2338919198.46,59004801855.0,0.0,0.0,4894596230.11,4894596230.11,69256410977.52,66508521670.52,3242912922.02,2747889307.0,62673623895.05,69256410977.52,2022-01-19
Department of Defense,Department of Defense,FY2021P12,017-1806,"Operation and Maintenance, Navy Reserve",Department of the Navy,National Defense,Department of Defense-Military,79215318.72,30055391.25,1115778000.0,0.0,0.0,12225949.12,12225949.12,1237274659.09,1167303422.1,80256439.39,69971236.99,1094164697.23,1237274659.09,2022-01-19
Department of Defense,Department of Defense,FY2021P12,017-1810,"Other Procurement, Navy",Department of the Navy,National Defense,Department of Defense-Military,2265810567.08,646792132.96,10796566525.0,0.0,0.0,186319796.05,186319796.05,13895489021.09,11478558035.17,784229715.8,2416930985.92,10130831635.54,13895489021.09,2022-01-19
Department of Defense,Department of Defense,FY2021P12,017-4557,"National Defense Sealift Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,109548210.92,51029618.31,342378000.0,0.0,0.0,0.0,0.0,502955829.23,396758020.81,51029618.31,106197808.42,330363097.13,502955829.23,2022-01-19
Department of Defense,Department of Defense,FY2021P12,017-5185,"Kaho'Olawe Island Conveyance, Remediation, and Environmental Restoration Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,9824.06,493822.56,0.0,0.0,0.0,0.0,0.0,503646.62,156522.04,493822.56,347124.58,21252.05,503646.62,2022-01-19
Department of Defense,Department of Defense,FY2021P12,017-5562,Ford Island Improvement Account,Department of the Navy,National Defense,Department of Defense-Military,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,0.0,100000.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,017-5630,"Department of Defense World War II Commemoration Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,2700000.0,0.0,0.0,0.0,0.0,0.0,0.0,2700000.0,0.0,0.0,2700000.0,0.0,2700000.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,017-8716,"Department of the Navy General Gift Fund, Navy",Department of the Navy,National Defense,Department of Defense-Military,11233632.5,0.0,837645.84,0.0,0.0,0.0,0.0,12071278.34,4755766.83,0.0,7315511.51,989584.18,12071278.34,2022-01-19
Department of Defense,Department of Defense,FY2021P12,017-8723,"Ships' Stores Profits, Navy",Department of the Navy,National Defense,Department of Defense-Military,1929110.7,0.0,11485422.73,0.0,0.0,0.0,0.0,13414533.43,11281558.79,0.0,2132974.64,11281558.79,13414533.43,2022-01-19
Department of Defense,Department of Defense,FY2021P12,017-8733,United States Naval Academy General Gift Fund,Department of the Navy,National Defense,Department of Defense-Military,32003226.24,0.0,13775403.07,0.0,0.0,0.0,0.0,45778629.31,12934331.89,0.0,32844297.42,17469952.61,45778629.31,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-0720,"Family Housing Construction, Army",Department of the Army,National Defense,Department of Defense-Military,383968910.94,-3825959.61,123900000.0,0.0,0.0,0.0,0.0,504042951.33,160610902.07,5393392.29,343432049.26,181034453.9,504042951.33,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-0725,"Family Housing Operation and Maintenance, Army",Department of the Army,National Defense,Department of Defense-Military,123895125.99,-12292102.99,372342000.0,0.0,0.0,1333897.96,1333897.96,485278920.96,378183288.07,32960496.92,107095632.89,377639964.87,485278920.96,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-0810,"Environmental Restoration, Army",Department of the Army,National Defense,Department of Defense-Military,579.82,1768640.85,0.0,0.0,0.0,0.0,0.0,1769220.67,0.0,1768640.85,1769220.67,0.0,1769220.67,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-1004,"Medicare-Eligible Retiree Health Fund Contribution, Army",Department of the Army,National Defense,Department of Defense-Military,0.0,0.0,2351028000.0,0.0,0.0,0.0,0.0,2351028000.0,2351028000.0,0.0,0.0,2351028000.0,2351028000.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-1005,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,0.0,0.0,418065000.0,0.0,0.0,0.0,0.0,418065000.0,418065000.0,0.0,0.0,418065000.0,418065000.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-1006,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,0.0,0.0,747154000.0,0.0,0.0,0.0,0.0,747154000.0,747154000.0,0.0,0.0,747154000.0,747154000.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2010,"Military Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,284654492.38,1185260626.33,47827481000.0,0.0,0.0,279806494.4,279806494.4,49577202613.11,49599067935.26,1562347000.25,-21865322.15,48394717166.66,49577202613.11,2022-01-19
Department of Defense,Department of Defense;Department of Transportation,FY2021P12,021-2020,"Operation and Maintenance, Army",Department of the Army,National Defense,Department of Defense-Military,3600207718.91,4224758232.14,55974405543.0,0.0,0.0,8089875346.63,8089875346.63,71889246840.68,68615667209.5,6373085786.88,3273579631.18,67728160517.38,71889246840.68,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2031,"Aircraft Procurement, Army",Department of the Army,National Defense,Department of Defense-Military,1449187556.32,353031763.1,4091201910.0,0.0,0.0,124391712.37,124391712.37,6017812941.79,4391662067.75,503907346.42,1626150874.04,5197172873.37,6017812941.79,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2032,"Missile Procurement, Army",Department of the Army,National Defense,Department of Defense-Military,1525315569.92,252678543.38,4014763000.0,0.0,0.0,347866911.12,347866911.12,6140624024.42,4907288551.97,304939101.89,1233335472.45,4923556100.9,6140624024.42,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2033,"Procurement of Weapons and Tracked Combat Vehicles, Army",Department of the Army,National Defense,Department of Defense-Military,2273232003.95,764203884.35,3258131000.0,0.0,0.0,2300035.24,2300035.24,6297866923.54,4555388470.5,852940932.93,1742478453.04,4766786286.04,6297866923.54,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2034,"Procurement of Ammunition, Army",Department of the Army,National Defense,Department of Defense-Military,1920230117.76,326909795.08,2821849000.0,0.0,0.0,950837378.53,950837378.53,6019826291.37,4220749651.79,398796992.77,1799076639.58,3413904054.07,6019826291.37,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2035,"Other Procurement, Army",Department of the Army,National Defense,Department of Defense-Military,2428023092.18,540676853.14,9510710370.0,0.0,0.0,10657969.03,10657969.03,12490068284.35,9829814073.29,770208813.31,2660254211.06,9126615676.15,12490068284.35,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2040,"Research, Development, Test, and Evaluation, Army",Department of the Army,National Defense,Department of Defense-Military,5593022756.93,930120872.14,13909589807.0,0.0,0.0,44028657134.7,44028657134.7,64461390570.77,56495531071.82,1024373640.86,7965859498.95,38670959754.87,64461390570.77,2022-01-19
Department of Defense,Department of Defense;Department of Transportation,FY2021P12,021-2050,"Military Construction, Army",Department of the Army,National Defense,Department of Defense-Military,4106440413.31,299776526.04,930011000.0,0.0,0.0,4843397126.48,4843397126.48,10179625065.83,5891197611.42,360990513.45,4288427454.41,6229598847.17,10179625065.83,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2060,"National Guard Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,944747039.68,813137241.63,9362983000.0,0.0,0.0,2754691064.73,2754691064.73,13875558346.04,13123035634.56,1097721585.52,752522711.48,11278150977.63,13875558346.04,2022-01-19
Department of Defense,Department of Defense;Department of Transportation,FY2021P12,021-2065,"Operation and Maintenance, Army National Guard",Department of the Army,National Defense,Department of Defense-Military,565444925.34,770883504.32,7599338000.0,0.0,0.0,158071761.24,158071761.24,9093738190.9,8607523138.89,980313361.01,486215052.01,7794141673.54,9093738190.9,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2070,"Reserve Personnel, Army",Department of the Army,National Defense,Department of Defense-Military,274634181.37,250579447.57,5071329000.0,0.0,0.0,24774644.83,24774644.83,5621317273.77,5380966648.85,371554407.14,240350624.92,5100149110.69,5621317273.77,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2080,"Operation and Maintenance, Army Reserve",Department of the Army,National Defense,Department of Defense-Military,204918901.81,72029673.72,2906690000.0,0.0,0.0,10719694.79,10719694.79,3194358270.32,3033121730.18,188021070.11,161236540.14,2983609394.17,3194358270.32,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2085,"Military Construction, Army National Guard",Department of the Army,National Defense,Department of Defense-Military,976746898.36,268021463.2,399272000.0,0.0,0.0,0.0,0.0,1644040361.56,700481254.65,292727248.41,943559106.91,238409247.13,1644040361.56,2022-01-19
Department of Defense,Department of Defense;Department of Transportation,FY2021P12,021-2086,"Military Construction, Army Reserve",Department of the Army,National Defense,Department of Defense-Military,58116229.49,1461225.1,88337000.0,0.0,0.0,0.0,0.0,147914454.59,78154242.66,1289149.91,69760211.93,128689088.28,147914454.59,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2091,"Afghanistan Security Forces Fund, Army",Department of the Army,National Defense,Department of Defense-Military,4048455376.33,258080467.46,638284000.0,0.0,0.0,500000.0,500000.0,4945319843.79,3258800656.27,618316995.43,1686519187.52,2824446605.9,4945319843.79,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2093,"Joint Improvised Explosive Device Defeat Fund, Army",Department of the Army,National Defense,Department of Defense-Military,9355272.24,7777904.04,0.0,0.0,0.0,7280208.52,7280208.52,24413384.8,15739583.46,24949124.39,8673801.34,125254.91,24413384.8,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2097,"Iraq Train and Equip Fund, Army",Department of the Army,National Defense,Department of Defense-Military,40474650.68,51144844.21,0.0,0.0,0.0,0.0,0.0,91619494.89,80562891.59,144513193.03,11056603.3,0.0,91619494.89,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-2099,"Counter-ISIS Train and Equip Fund, Army",Department of the Army,National Defense,Department of Defense-Military,1244444942.02,17153431.31,310000000.0,0.0,0.0,0.0,0.0,1571598373.33,865480459.56,77153431.31,706117913.77,386412749.02,1571598373.33,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-5098,"Restoration, Rocky Mountain Arsenal, Army",Department of the Army,National Defense,Department of Defense-Military,15351179.58,323312.77,682702.41,0.0,0.0,0.0,0.0,16357194.76,717880.64,323312.77,15639314.12,36591.37,16357194.76,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-5286,"National Science Center, Army",Department of the Army,National Defense,Department of Defense-Military,71594.88,2555.97,0.0,0.0,0.0,0.0,0.0,74150.85,2555.97,2555.97,71594.88,0.0,74150.85,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-5752,"Department of Defense Korean War Commemoration Fund, Army",Department of the Army,National Defense,Department of Defense-Military,-300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,-300.0,0.0,0.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-8063,"Bequest of Major General Fred C. Ainsworth, Library, Walter Reed General Hospital, Army",Department of the Army,National Defense,Department of Defense-Military,23684.25,0.0,0.0,0.0,0.0,0.0,0.0,23684.25,0.0,0.0,23684.25,0.0,23684.25,2022-01-19
Department of Defense,Department of Defense,FY2021P12,021-8927,"Department of the Army General Gift Fund, Army",Department of the Army,National Defense,Department of Defense-Military,20318150.61,173800.64,22513594.1,0.0,0.0,0.0,0.0,43005545.35,10722203.07,173800.64,32283342.28,17612490.23,43005545.35,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-0740,"Family Housing Construction, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,542592167.19,-6873740.77,97214000.0,0.0,0.0,0.0,0.0,632932426.42,90229277.28,3341565.96,542703149.14,42570900.43,632932426.42,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-0745,"Family Housing Operation and Maintenance, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,153422714.62,15573197.58,337021000.0,0.0,0.0,3663217.63,3663217.63,509680129.83,358959977.86,33107549.51,150720151.97,290227114.76,509680129.83,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-0810,"Environmental Restoration, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,1304798.42,0.0,43000000.0,0.0,0.0,402811.43,402811.43,44707609.85,0.0,0.0,44707609.85,0.0,44707609.85,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-1007,"Medicare-Eligible Retiree Health Fund Contribution, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,0.0,0.0,1623213000.0,0.0,0.0,0.0,0.0,1623213000.0,1623213000.0,0.0,0.0,1623213000.0,1623213000.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-1008,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,0.0,0.0,150472000.0,0.0,0.0,0.0,0.0,150472000.0,150472000.0,0.0,0.0,150472000.0,150472000.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-1009,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,0.0,0.0,279223000.0,0.0,0.0,0.0,0.0,279223000.0,279223000.0,0.0,0.0,279223000.0,279223000.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3010,"Aircraft Procurement, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,10048960761.74,173941258.55,18446793313.0,0.0,0.0,266307514.9,266307514.9,28936002848.19,14964447763.21,578683520.53,13971555084.98,17172150568.86,28936002848.19,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3011,"Procurement of Ammunition, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,1227555260.02,88206482.11,1159610000.0,0.0,0.0,8294699.51,8294699.51,2483666441.64,1321536765.27,98290558.83,1162129676.37,2095808216.5,2483666441.64,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3020,"Missile Procurement, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,1231445484.07,50379290.43,2215786680.0,0.0,0.0,13375732.51,13375732.51,3510987187.01,2960183044.27,178328363.01,550804142.74,2898490894.94,3510987187.01,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3021,"Space Procurement, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,1216645587.79,55419608.44,-64400000.0,0.0,0.0,0.0,0.0,1207665196.23,828803509.87,55419608.44,378861686.36,2017055913.08,1207665196.23,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3022,"Procurement, Space Force, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,0.0,0.0,2300374000.0,0.0,0.0,11851046.0,11851046.0,2312225046.0,1637686335.7,0.0,674538710.3,374086931.9,2312225046.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3080,"Other Procurement, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,4760782293.7,330709713.93,23715514171.0,0.0,0.0,2757083226.49,2757083226.49,31564089405.12,26785953247.29,441874836.04,4778136157.83,25076832472.85,31564089405.12,2022-01-19
Department of Defense,Department of Defense;Department of Transportation,FY2021P12,057-3300,"Military Construction, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,7127444218.84,14072775.93,1009750000.0,0.0,0.0,6053118.25,6053118.25,8157320113.02,1723885225.59,32507316.08,6433434887.43,1693746440.31,8157320113.02,2022-01-19
Department of Defense,Department of Defense;Department of Transportation,FY2021P12,057-3400,"Operation and Maintenance, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,2087144147.79,1458788189.62,52782085677.0,0.0,0.0,2745830524.75,2745830524.75,59073848539.16,57223720378.64,2960635450.76,1850128160.52,55884680750.7,59073848539.16,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3410,"Operation and Maintenance, Space Force",Department of the Air Force,National Defense,Department of Defense-Military,17150.13,275030.93,2578634000.0,0.0,0.0,34225773.56,34225773.56,2613151954.62,2584863788.6,275030.93,28288166.02,1320624778.96,2613151954.62,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3500,"Military Personnel, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,1050896387.72,-387482467.4,33959856000.0,0.0,0.0,393174185.79,393174185.79,35016444106.11,34478199238.91,159207474.32,538244867.2,33806048382.1,35016444106.11,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3600,"Research, Development, Test, and Evaluation, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,7939817273.07,719603165.94,35770326712.0,0.0,0.0,3687542815.22,3687542815.22,48117289966.23,41892233957.03,943826153.29,6225056009.2,45220972644.8,48117289966.23,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3620,"Research, Development, Test, and Evaluation, Space Force, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,0.0,0.0,10506869000.0,0.0,0.0,1202654594.09,1202654594.09,11709523594.09,10527534272.02,0.0,1181989322.07,6176612086.36,11709523594.09,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3700,"Reserve Personnel, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,88803596.68,28426954.99,2215589000.0,0.0,0.0,11714792.49,11714792.49,2344534344.16,2267862740.5,99961217.75,76671603.66,2176527923.11,2344534344.16,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3730,"Military Construction, Air Force Reserve",Department of the Air Force,National Defense,Department of Defense-Military,188518682.67,327404.36,48117000.0,0.0,0.0,0.0,0.0,236963087.03,119719129.2,1073230.01,117243957.83,81353596.19,236963087.03,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3740,"Operation and Maintenance, Air Force Reserve",Department of the Air Force,National Defense,Department of Defense-Military,205695740.77,91377074.4,3248366000.0,0.0,0.0,210964592.63,210964592.63,3756403407.8,3529129567.35,139080084.44,227273840.45,3592555497.87,3756403407.8,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3830,"Military Construction, Air National Guard",Department of the Air Force,National Defense,Department of Defense-Military,375461747.43,12131085.04,93714000.0,0.0,0.0,0.0,0.0,481306832.47,203834438.82,12199006.37,277472393.65,129725020.31,481306832.47,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3840,"Operation and Maintenance, Air National Guard",Department of the Air Force,National Defense,Department of Defense-Military,346689049.91,238654267.36,6918211000.0,0.0,0.0,504208567.9,504208567.9,8007762885.17,7688381464.45,340383355.99,319381420.72,7215786650.33,8007762885.17,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-3850,"National Guard Personnel, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,129514099.38,114980971.16,4629974000.0,0.0,0.0,620091639.11,620091639.11,5494560709.65,5378913562.58,172571281.11,115647147.07,4860316125.61,5494560709.65,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-5616,"Support of Athletic Programs, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,12039930.95,0.0,4370026.77,0.0,0.0,0.0,0.0,16409957.72,104246.04,0.0,16305711.68,115106.76,16409957.72,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-8418,"Air Force Cadet Fund, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,216415.04,0.0,0.0,0.0,0.0,0.0,0.0,216415.04,0.0,0.0,216415.04,0.0,216415.04,2022-01-19
Department of Defense,Department of Defense,FY2021P12,057-8928,"Department of the Air Force General Gift Fund, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,33895677.8,5157917.41,6303944.25,0.0,0.0,0.0,0.0,45357539.46,29129199.11,5157917.41,16228340.35,28289420.33,45357539.46,2022-01-19
Department of Transportation,Department of Transportation,FY2021P12,069-1710,"Ready Reserve Force, Maritime Administration, Transportation",Department of Transportation,National Defense,Defense-related activities,57818780.95,25193491.98,0.0,0.0,0.0,532110905.7,532110905.7,615123178.63,494323530.35,25193491.98,120799648.28,453971077.37,615123178.63,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-1711,"Maritime Security Program, Maritime Administration, Transportation",Department of Transportation,National Defense,Defense-related activities,46787801.26,3921518.78,314000000.0,0.0,0.0,0.0,0.0,364709320.04,305713942.62,3921518.78,58995377.42,301069390.23,364709320.04,2021-11-15
Department of Transportation,Department of Transportation,FY2021P12,069-1717,"Cable Security Fleet, Maritime Administration, Transportation",Department of Transportation,National Defense,Defense-related activities,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,0.0,10000000.0,2021-11-15
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0411,"Federal Assistance, Countering Weapons of Mass Destruction Office, Homeland Security",Department of Homeland Security,National Defense,Defense-related activities,33835691.93,9579403.88,69663000.0,0.0,0.0,216905.0,216905.0,113295000.81,97211811.94,9579403.88,16083188.87,51976045.05,113295000.81,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0412,"Procurement, Construction, and Improvements, Cybersecurity and Infrastructure Security Agency, Homeland Security",Department of Homeland Security,National Defense,Defense-related activities,21581138.5,14330936.96,639639932.0,0.0,0.0,0.0,0.0,675552007.46,477572248.98,14330936.96,197979758.48,445256283.47,675552007.46,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0565,"Infrastructure Protection and Information Security, Cybersecurity and Infrastructure Security Agency, Homeland Security",Department of Homeland Security,National Defense,Defense-related activities,12458853.96,-7707835.85,0.0,0.0,0.0,-51404.58,-51404.58,4699613.53,1845.63,34456287.63,4697767.9,5859717.41,4699613.53,2022-02-14
Department of Homeland Security,Department of Homeland Security,FY2021P12,070-0805,"Research and Development, Cybersecurity and Infrastructure Security Agency, Homeland Security",Department of Homeland Security,National Defense,Defense-related activities,8140941.66,591467.25,9431000.0,0.0,0.0,0.0,0.0,18163408.91,12529780.85,591467.25,5633628.06,10519640.31,18163408.91,2022-02-14
Department of Energy,Department of Energy,FY2021P12,089-0240,"Weapons Activities, National Nuclear Security Administration, Energy",Department of Energy,National Defense,Atomic energy defense activities,137143319.92,260583287.88,15345000000.0,0.0,0.0,2043879751.96,2043879751.96,17786606359.76,16891901335.1,260922791.2,894705024.66,14727593111.77,17786606359.76,2021-11-09
Department of Energy,Department of Energy,FY2021P12,089-0242,"Defense Environmental Restoration and Waste Management, Energy",Department of Energy,National Defense,Atomic energy defense activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-09
Department of Energy,Department of Energy,FY2021P12,089-0243,"Other Defense Activities, Environmental and Other Defense Activities, Energy",Department of Energy,National Defense,Atomic energy defense activities,60554615.84,111468803.99,919987744.39,0.0,0.0,1935782411.9,1935782411.9,3027793576.12,2962163283.78,111947838.58,65630292.34,2778805747.27,3027793576.12,2021-11-09
Department of Energy,Department of Energy,FY2021P12,089-0244,"Defense Nuclear Waste Disposal, Environmental and Other Defense Activities, Energy",Department of Energy,National Defense,Atomic energy defense activities,1621801.84,134.81,0.0,0.0,0.0,0.0,0.0,1621936.65,1201204.0,134.81,420732.65,858932.44,1621936.65,2021-11-09
Department of Energy,Department of Energy,FY2021P12,089-0249,"Defense Environmental Services, Energy",Department of Energy,National Defense,Atomic energy defense activities,11435.7,0.0,0.0,0.0,0.0,0.0,0.0,11435.7,0.0,0.0,11435.7,0.0,11435.7,2021-11-09
Department of Energy,Department of Energy,FY2021P12,089-0251,"Defense Environmental Cleanup, Environmental and Other Defense Activities, Energy",Department of Energy,National Defense,Atomic energy defense activities,456130718.14,68683520.72,6424722500.0,0.0,0.0,0.0,0.0,6949536738.86,6397817359.39,72391521.82,551719379.47,6111117614.86,6949536738.86,2021-11-09
Department of Energy,Department of Energy,FY2021P12,089-0309,"Defense Nuclear Nonproliferation, National Nuclear Security Administration, Energy",Department of Energy,National Defense,Atomic energy defense activities,450518009.03,24533437.38,2246797986.0,0.0,0.0,5513620.28,5513620.28,2727363052.69,2261066308.64,24533437.38,466296744.05,1979836940.92,2727363052.69,2021-11-09
Department of Energy,Department of Energy,FY2021P12,089-0313,"Federal Salaries and Expenses, National Nuclear Security Administration, Energy",Department of Energy,National Defense,Atomic energy defense activities,31902734.36,496406.12,443200000.0,0.0,0.0,0.0,0.0,475599140.48,443114143.49,2754911.05,32484996.99,432265160.13,475599140.48,2021-11-09
Department of Energy,Department of Energy,FY2021P12,089-0314,"Naval Reactors, National Nuclear Security Administration, Energy",Department of Energy,National Defense,Atomic energy defense activities,16426570.86,4624261.76,1593000000.0,0.0,0.0,0.0,0.0,1614050832.62,1583150456.43,4916317.12,30900376.19,1468645363.58,1614050832.62,2021-11-09
Selective Service System,Selective Service System,FY2021Q4,090-0400,"Salaries and Expenses, Selective Service System",Selective Service System,National Defense,Defense-related activities,2125489.09,1681282.52,26000000.0,0.0,0.0,500000.0,500000.0,30306771.61,27884824.2,2138374.16,2421947.41,25858226.48,30306771.61,2021-11-15
Corps of Engineers - Civil Works,Corps of Engineers - Civil Works,FY2021P12,096-3130,"Formerly Utilized Sites Remedial Action Program, Corps of Engineers-Civil",Corps of Engineers - Civil Works,National Defense,Atomic energy defense activities,38402893.91,3152273.96,250000000.0,0.0,0.0,-425477.04,-425477.04,291129690.83,230653257.31,3152273.96,60476433.52,173288043.08,291129690.83,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0040,"Payments to Military Retirement Fund, Defense",Department of Defense,National Defense,Defense-related activities,0.0,0.0,98106000000.0,0.0,0.0,0.0,0.0,98106000000.0,98106000000.0,0.0,0.0,98106000000.0,98106000000.0,2022-01-19
Department of Defense,Department of Defense,FY2021P12,097-0041,"Concurrent Receipt Accrual Payments to the Military Retirement Fund, Defense",Department of Defense,National Defense,Department of Defense-Military,0.0,0.0,9844912000.0,0.0,0.0,0.0,0.0,9844912000.0,9844912000.0,0.0,0.0,9844912000.0,9844912000.0,2022-01-19
